transaction_date,transaction_barcode,item_number,description,description2,combined_description,item_unit_price
2024-02-03,21133400801242402031217,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,12.99
2024-02-03,21133400801242402031217,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-02-03,21133400801242402031217,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.49
2024-02-03,21133400801242402031217,1747982,LESSER EVIL,ORG POPCORN P108 SL180,LESSER EVIL ORG POPCORN P108 SL180,5.99
2024-02-03,21133400801242402031217,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-02-03,21133400801242402031217,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2024-02-03,21133400801242402031217,568915,ORG CUCUMBER,,,5.99
2024-02-03,21133400801242402031217,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-02-03,21133400801242402031217,617686,SOFTSOAP,2X2.36L P128,SOFTSOAP 2X2.36L P128,11.99
2024-02-03,21133400801242402031217,1300591,CANDY DREAMS,1.36 KG / 3 LB,CANDY DREAMS 1.36 KG / 3 LB,5.99
2024-02-03,21133400801242402031217,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-02-03,21133400801242402031217,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-02-03,21133400801242402031217,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2024-02-03,21133400801242402031217,1779161,CHILI CRISP,10 OZ SL182 P240,CHILI CRISP 10 OZ SL182 P240,14.79
2024-02-03,21133400801242402031217,322535,/1779161,,,0
2024-02-03,21133400801242402031217,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-02-03,21133400801242402031217,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2024-02-03,21133400801242402031217,21046,TOMATO MEDLE,,,6.59
2024-02-03,21133400801242402031217,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-02-03,21133400801242402031217,22093,KS SHRP CHDR,EC20T9H5 W12T13H5   SL130,KS SHRP CHDR EC20T9H5 W12T13H5   SL130,4.99
2024-02-03,21133400801242402031217,1729556,KS COLD&FLU,CPLT 168CT     T4H6 MPK30,KS COLD&FLU CPLT 168CT     T4H6 MPK30,9.99
2024-02-03,21133400801242402031217,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-02-03,21133400801242402031217,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-07-26,21133400901182407261213,938492,KS KETTLE,PINK SALT P120 T40H3,KS KETTLE PINK SALT P120 T40H3,5.99
2024-07-26,21133400901182407261213,384732,KS PURE SALT,850G,KS PURE SALT 850G,3.39
2024-07-26,21133400901182407261213,6659,4LB HONYCRSP,,,8.99
2024-07-26,21133400901182407261213,1073076,CANDY GRAPES,3LB CLAMSHELL,CANDY GRAPES 3LB CLAMSHELL,8.99
2025-03-15,21133400902152503151313,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-03-15,21133400902152503151313,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.47
2025-03-15,21133400902152503151313,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-03-15,21133400902152503151313,7949,4LB PINK LDY,,,6.49
2025-03-15,21133400902152503151313,362996,TERRA DLYSSA,ORGANIC OLIVE OIL    P336,TERRA DLYSSA ORGANIC OLIVE OIL    P336,14.99
2025-03-15,21133400902152503151313,1830455,KS BAGUETTE,,,4.99
2025-03-15,21133400902152503151313,21046,TOMATO MEDLE,,,6.59
2025-03-15,21133400902152503151313,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2025-03-15,21133400902152503151313,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-03-15,21133400902152503151313,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2025-03-15,21133400902152503151313,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-03-15,21133400902152503151313,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-03-15,21133400902152503151313,350147,/ 595006,,,0
2025-03-15,21133400902152503151313,19452,ORG CHKTENDR,TENDERLOIN SADDLEPACK,ORG CHKTENDR TENDERLOIN SADDLEPACK,5.99
2025-03-15,21133400902152503151313,1540707,ORANGE GUAVA,NECTAR 128OZ SL243,ORANGE GUAVA NECTAR 128OZ SL243,5.99
2025-03-15,21133400902152503151313,1710454,KEW MAYO,T10H5  SL 270  P800,KEW MAYO T10H5  SL 270  P800,6.49
2025-03-15,21133400902152503151313,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2025-03-15,21133400902152503151313,789551,SALTED CARM,MILK CHOC/ P480   SL285,SALTED CARM MILK CHOC/ P480   SL285,12.49
2025-03-15,21133400902152503151313,348894,/SANDERS,,,0
2025-03-15,21133400902152503151313,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,12.99
2025-06-19,21133400603342506191602,1189000,MOZZARELLA,T10H6  SL38,MOZZARELLA T10H6  SL38,8.29
2025-06-19,21133400603342506191602,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-06-19,21133400603342506191602,1896154,BAKED 30 CT,P54 T9H6 SL50,BAKED 30 CT P54 T9H6 SL50,19.69
2025-06-19,21133400603342506191602,1143978,CHOC CREPES,SL63 P432/324,CHOC CREPES SL63 P432/324,8.49
2025-06-19,21133400603342506191602,357130,/1143978,,,0
2025-06-19,21133400603342506191602,1830455,KS BAGUETTE,,,4.99
2025-06-19,21133400603342506191602,14234,CABOT 3 VTY,9/3-7OZ T10H6    SL100,CABOT 3 VTY 9/3-7OZ T10H6    SL100,8.99
2025-06-19,21133400603342506191602,7812,YELLOW ONION,5 LBS,YELLOW ONION 5 LBS,3.29
2025-06-19,21133400603342506191602,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-06-19,21133400603342506191602,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2025-06-19,21133400603342506191602,6659,4LB HONYCRSP,,,12.99
2025-06-19,21133400603342506191602,186626,PARMIGIANO,15/1LB T6X11 P990  SL120,PARMIGIANO 15/1LB T6X11 P990  SL120,15.69
2025-06-19,21133400603342506191602,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-06-19,21133400603342506191602,21046,TOMATO MEDLE,,,6.59
2025-06-19,21133400603342506191602,5001,WHITE PEACH,1.81 KG / 4 LB,WHITE PEACH 1.81 KG / 4 LB,11.99
2025-06-19,21133400603342506191602,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-06-19,21133400603342506191602,36886,ORGANIC GT,,,19.99
2025-06-19,21133400603342506191602,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,5.49
2025-06-19,21133400603342506191602,1883227,LEGO SPEED,P304 FY25,LEGO SPEED P304 FY25,21.99
2025-06-19,21133400603342506191602,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,6.99
2025-06-19,21133400603342506191602,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-06-19,21133400603342506191602,1050557,KS PB PRTZEL,1.56KG T56H4 P224 SL120,KS PB PRTZEL 1.56KG T56H4 P224 SL120,9.79
2025-06-19,21133400603342506191602,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,9.79
2023-05-02,21133400903832305021717,1142830,ORG MEDITERR,,,8.49
2023-05-02,21133400903832305021717,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-05-02,21133400903832305021717,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-05-02,21133400903832305021717,21046,TOMATO MEDLE,,,6.69
2023-05-02,21133400903832305021717,301541,/21046,,,0
2023-05-02,21133400903832305021717,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.29
2023-05-02,21133400903832305021717,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2022-11-26,21133422601202211261804,1692703,PUMPKIN LATT,12/9Z CANS P120,PUMPKIN LATT 12/9Z CANS P120,9.97
2024-03-18,21133400502552403181444,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2024-03-18,21133400502552403181444,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-03-18,21133400502552403181444,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-03-18,21133400502552403181444,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-03-18,21133400502552403181444,6659,4LB HONYCRSP,,,6.99
2024-03-18,21133400502552403181444,568915,ORG CUCUMBER,,,5.99
2024-03-18,21133400502552403181444,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-03-18,21133400502552403181444,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-03-18,21133400502552403181444,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2024-03-18,21133400502552403181444,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-03-18,21133400502552403181444,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-03-18,21133400502552403181444,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2024-03-18,21133400502552403181444,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,14.79
2024-05-11,21133401103032405111432,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-05-11,21133401103032405111432,1073013,KS 100% OJ,T10H5C4 P200 SL45 DOM70,KS 100% OJ T10H5C4 P200 SL45 DOM70,13.69
2024-05-11,21133401103032405111432,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2024-05-11,21133401103032405111432,1011378,CHICK PEAS,P240 .,CHICK PEAS P240 .,7.99
2024-05-11,21133401103032405111432,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-05-11,21133401103032405111432,1615722,HOT HONEY,24 OZ P800,HOT HONEY 24 OZ P800,6.97
2024-05-11,21133401103032405111432,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-05-11,21133401103032405111432,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-05-11,21133401103032405111432,1634440,MIX BOUQUET,,,16.99
2024-05-11,21133401103032405111432,1672408,BK:READER,HARPERCOLLINS/,BK:READER HARPERCOLLINS/,8.79
2024-05-11,21133401103032405111432,1467370,KS SHRIMP,CA 608G US 908G 6X6 P576,KS SHRIMP CA 608G US 908G 6X6 P576,21.49
2024-05-11,21133401103032405111432,21046,TOMATO MEDLE,,,6.59
2024-05-11,21133401103032405111432,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,6.49
2024-05-11,21133401103032405111432,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-05-11,21133401103032405111432,1504495,CREST CMPLTE,5-PACK X 8.2 OZ      P300,CREST CMPLTE 5-PACK X 8.2 OZ      P300,15.49
2024-05-11,21133401103032405111432,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-05-11,21133401103032405111432,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.99
2024-05-11,21133401103032405111432,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-05-11,21133401103032405111432,568915,ORG CUCUMBER,,,6.99
2024-05-11,21133401103032405111432,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.99
2024-05-11,21133401103032405111432,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-05-11,21133401103032405111432,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2024-03-24,21133400700882403241054,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,7.99
2024-03-24,21133400700882403241054,1259351,GULFSHRIMP,SHRIMP 2LBS T6H6 C16 P576,GULFSHRIMP SHRIMP 2LBS T6H6 C16 P576,17.99
2024-03-24,21133400700882403241054,36886,ORGANIC GT,,,19.99
2024-03-24,21133400700882403241054,21046,TOMATO MEDLE,,,6.59
2024-03-24,21133400700882403241054,720,REYNLDS FOIL,SQ FT T180H2       P360,REYNLDS FOIL SQ FT T180H2       P360,23.99
2024-03-24,21133400700882403241054,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2024-03-24,21133400700882403241054,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-03-24,21133400700882403241054,1794999,SCARLET,PILKEY/SCHOLASTIC/,SCARLET PILKEY/SCHOLASTIC/,9.49
2024-03-24,21133400700882403241054,1796605,BK:SCARRY,SCARRY/RH/,BK:SCARRY SCARRY/RH/,12.99
2024-03-24,21133400700882403241054,1136340,3LB ORG GALA,,,4.49
2024-03-24,21133400700882403241054,1819181,FERREROEGGS,C8T14H3  P336  SL120,FERREROEGGS C8T14H3  P336  SL120,14.99
2024-03-24,21133400700882403241054,325023,/1819181,,,0
2024-08-25,21133400800712408251121,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-08-25,21133400800712408251121,1717856,3M SONGE X24,SCRUB SPONGE 24CT P=300,3M SONGE X24 SCRUB SPONGE 24CT P=300,14.99
2024-08-25,21133400800712408251121,332194,/1717856,,,0
2024-08-25,21133400800712408251121,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,9.99
2024-08-25,21133400800712408251121,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,11.99
2024-08-25,21133400800712408251121,6659,4LB HONYCRSP,,,8.49
2024-08-25,21133400800712408251121,1823420,RUSTIC ITALN,,,5.99
2024-08-25,21133400800712408251121,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-08-25,21133400800712408251121,370,ORG EVERYTHG,CHOP SALAD KIT 2PK,ORG EVERYTHG CHOP SALAD KIT 2PK,8.99
2024-08-25,21133400800712408251121,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2024-08-25,21133400800712408251121,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.59
2024-08-25,21133400800712408251121,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,9.99
2024-08-25,21133400800712408251121,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-08-25,21133400800712408251121,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-08-25,21133400800712408251121,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-08-25,21133400800712408251121,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,19.99
2024-08-25,21133400800712408251121,1467370,KS SHRIMP,CA 608G US 908G 6X6 P576,KS SHRIMP CA 608G US 908G 6X6 P576,21.49
2024-08-25,21133400800712408251121,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-08-25,21133400800712408251121,21046,TOMATO MEDLE,,,6.59
2024-08-25,21133400800712408251121,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-08-25,21133400800712408251121,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-08-25,21133400800712408251121,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.79
2024-08-25,21133400800712408251121,568915,ORG CUCUMBER,,,5.99
2024-08-25,21133400800712408251121,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-08-25,21133400800712408251121,33977,BEEF FLANK,USDA CHOICE,BEEF FLANK USDA CHOICE,11.99
2024-08-25,21133400800712408251121,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-08-25,21133400800712408251121,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-12-21,21133400502852412211644,1808476,JOSEPHS PITA,P108 SL7,JOSEPHS PITA P108 SL7,5.99
2024-12-21,21133400502852412211644,21046,TOMATO MEDLE,,,6.59
2024-12-21,21133400502852412211644,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,5.99
2024-12-21,21133400502852412211644,1199652,BUTER CROISS,,,5.99
2024-12-21,21133400502852412211644,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2024-12-21,21133400502852412211644,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-12-21,21133400502852412211644,30134,WRAPS,12 CT SL=10    8X15 P720,WRAPS 12 CT SL=10    8X15 P720,5.69
2024-12-21,21133400502852412211644,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2024-12-21,21133400502852412211644,1827786,CHPTLE RANCH,CHOP SALAD KIT,CHPTLE RANCH CHOP SALAD KIT,7.99
2024-12-21,21133400502852412211644,1463855,SUGAR IN RAW,P210,SUGAR IN RAW P210,9.99
2024-12-21,21133400502852412211644,47825,GREEN GRAPES,1.36 KG / 3 LB,GREEN GRAPES 1.36 KG / 3 LB,6.99
2023-10-10,21133400802962310101633,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.39
2023-10-10,21133400802962310101633,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-10-10,21133400802962310101633,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-10-10,21133400802962310101633,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2023-10-10,21133400802962310101633,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2023-10-10,21133400802962310101633,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.99
2023-10-10,21133400802962310101633,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2023-10-10,21133400802962310101633,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-10-10,21133400802962310101633,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2023-10-10,21133400802962310101633,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-10-10,21133400802962310101633,1461056,BABY CUKE,,,5.99
2023-10-10,21133400802962310101633,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-10-10,21133400802962310101633,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-10-10,21133400802962310101633,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-10-10,21133400802962310101633,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-10-10,21133400802962310101633,21046,TOMATO MEDLE,,,6.59
2023-10-10,21133400802962310101633,1529345,ALM TORTILLA,20CT T8H5 P720 SL45,ALM TORTILLA 20CT T8H5 P720 SL45,11.89
2023-10-10,21133400802962310101633,312808,/1529345,,,0
2023-10-10,21133400802962310101633,757263,CHEX MIX,T50H3  P150 SL149,CHEX MIX T50H3  P150 SL149,7.49
2023-10-10,21133400802962310101633,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,7.99
2023-10-10,21133400802962310101633,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.69
2023-10-10,21133400802962310101633,1011378,CHICK PEAS,P240 .,CHICK PEAS P240 .,7.99
2025-03-22,21133400700832503221154,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,8.79
2025-03-22,21133400700832503221154,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,20.49
2025-03-22,21133400700832503221154,1199652,BUTER CROISS,,,5.99
2025-03-22,21133400700832503221154,7913,GREEN KIWI,1.36 KG / 3 LB,GREEN KIWI 1.36 KG / 3 LB,6.79
2025-03-22,21133400700832503221154,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-03-22,21133400700832503221154,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-03-22,21133400700832503221154,22995,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2025-03-22,21133400700832503221154,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-03-22,21133400700832503221154,251680,ORG RASPBERY,340 G / 12 OZ,ORG RASPBERY 340 G / 12 OZ,8.99
2025-03-22,21133400700832503221154,1280655,ORG CSR KIT,,,8.99
2025-03-22,21133400700832503221154,1136340,3LB ORG GALA,,,5.39
2025-03-22,21133400700832503221154,21046,TOMATO MEDLE,,,6.59
2025-03-22,21133400700832503221154,951243,ORG APLSAUCE,T20H6 P120,ORG APLSAUCE T20H6 P120,16.59
2025-03-22,21133400700832503221154,350516,/951243,,,0
2025-03-22,21133400700832503221154,46481,GP WINGS,SEASONED PARTY WINGS,GP WINGS SEASONED PARTY WINGS,6.49
2025-03-22,21133400700832503221154,1169942,GINGER BEER,12/9.3OZ          P156,GINGER BEER 12/9.3OZ          P156,16.49
2025-03-22,21133400700832503221154,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-03-22,21133400700832503221154,826365,ORG SQUASH,,,8.79
2025-03-22,21133400700832503221154,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2025-03-22,21133400700832503221154,1830455,KS BAGUETTE,,,4.99
2025-03-22,21133400700832503221154,1357312,FRESH STACKS,FRESH STACKS 50 OZ,FRESH STACKS FRESH STACKS 50 OZ,8.99
2023-11-19,21133400800542311191117,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2023-11-19,21133400800542311191117,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-11-19,21133400800542311191117,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-11-19,21133400800542311191117,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-11-19,21133400800542311191117,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-11-19,21133400800542311191117,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2023-11-19,21133400800542311191117,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,5.99
2023-11-19,21133400800542311191117,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2023-11-19,21133400800542311191117,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2023-11-19,21133400800542311191117,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.99
2023-11-19,21133400800542311191117,315684,/1136340,,,0
2023-11-19,21133400800542311191117,1684499,KSBLUEDISH,DISH SOAP 90OZ    P240,KSBLUEDISH DISH SOAP 90OZ    P240,7.99
2023-11-19,21133400800542311191117,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,12.49
2023-11-19,21133400800542311191117,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-11-19,21133400800542311191117,1742835,**KS TOWEL**,P20/P40/P54 NO INNER POLY,**KS TOWEL** P20/P40/P54 NO INNER POLY,19.49
2023-11-19,21133400800542311191117,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-11-19,21133400800542311191117,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-11-19,21133400800542311191117,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-11-19,21133400800542311191117,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,6.49
2023-11-19,21133400800542311191117,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-11-19,21133400800542311191117,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-11-19,21133400800542311191117,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-09-18,21123600801862309181513,7267,ORG BROC 2LB,,,5.79
